"","brand","phone","Status","release_year","release_quarter","headphone_jacks","composer","MP3","monophonic","polyphonic","wav","vibration","acc","bluetooth","browser_type","GPS","Java","SMS","MMS","IM","Email","Push_Email","Thread","Radio","Resolution","Screen_size","talk_time","weight_in_g","Keyboard","Primary","Secondary"
"822","BlackBerry","8820","Discontinued",NA,"","No","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No",1444,2.5,300,134,"QWERTY",0,0
"823","BlackBerry","8830 World Edition","Discontinued",NA,"","No","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No",1444,2.5,0,132,"QWERTY",0,0
"824","BlackBerry","Bold 9000","Discontinued",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No",1936,2.6,300,133,"QWERTY",2,0
"825","BlackBerry","Bold 9650","Available",2010,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No",2112,2.44,300,136,"QWERTY",3.15,0
"826","BlackBerry","Bold 9700","Available",2009,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No",2112,2.44,360,122,"QWERTY",3.15,0
"827","BlackBerry","Curve 8300","Discontinued",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","No","Yes","Yes","Yes","Yes","Yes","No","No","No",1444,2.5,240,111,"QWERTY",2,0
"828","BlackBerry","Curve 8310","Discontinued",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No",1444,2.5,240,111,"QWERTY",2,0
"829","BlackBerry","Curve 8320","Discontinued",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","No","Yes","Yes","Yes","Yes","Yes","No","No","No",1444,2.5,240,111,"QWERTY",2,0
"830","BlackBerry","Curve 8330","Discontinued",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","No","No","Yes","Yes","Yes","Yes","Yes","No","No",1444,2.5,270,113,"QWERTY",2,0
"831","BlackBerry","Curve 8520","Available",2009,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","No","Yes","Yes","Yes","Yes","Yes","No","Yes","No",1444,2.46,270,106,"QWERTY",2,0
"832","BlackBerry","Curve 8530","Available",2009,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No",1444,2.46,270,106,"QWERTY",2,0
"833","BlackBerry","Curve 8900","Discontinued",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No",2112,2.4,330,110,"QWERTY",3.15,0
"834","BlackBerry","Curve 8980","Available",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No",2112,2.4,0,117,"QWERTY",3.15,0
"835","BlackBerry","Pearl 8100","Discontinued",NA,"","No","No","Yes","No","Yes","No","Yes","No","yes","HTML","No","Yes","Yes","Yes","Yes","Yes","No","No","No",1394,2.2,210,89.5,"QWERTY",1.3,0
"836","BlackBerry","Pearl 8110","Discontinued",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No",1394,2.2,250,91,"Half-QWERTY",2,0
"837","BlackBerry","Pearl 8120","Discontinued",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","No","Yes","Yes","Yes","Yes","Yes","No","No","No",1394,2.2,240,91,"Half-QWERTY",2,0
"838","BlackBerry","Pearl 8130","Discontinued",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","No","Yes","Yes","Yes","Yes","No","No","No",1394,2.2,220,96,"Half-QWERTY",2,0
"839","BlackBerry","Pearl Flip 8220","Discontinued",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","No","Yes","Yes","Yes","Yes","Yes","No","No","No",1496,2.6,240,102,"Half-QWERTY",2,0
"840","BlackBerry","Pearl Flip 8230","Available",2009,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","No","No","Yes","Yes","Yes","Yes","Yes","No","No",1496,2.6,210,102,"Half-QWERTY",2,0
"841","BlackBerry","Storm 9500","Discontinued",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No",2378,3.25,330,155,"None",3.15,0
"842","BlackBerry","Storm 9530","Discontinued",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No",2378,3.25,330,155,"None",3.15,0
"843","BlackBerry","Storm2 9520","Available",2009,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No",2378,3.25,300,160,"None",3.15,0
"844","BlackBerry","Storm2 9550","Available",2009,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No",2378,3.25,300,160,"None",3.15,0
"845","BlackBerry","Storm3","Discontinued",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No",3256,3.7,0,0,"None",5,0
"846","BlackBerry","Tour 9630","Available",2009,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No",2112,2.4,300,130,"QWERTY",3.15,0
"847","BlackBerry","Volt","Discontinued",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No",3256,3.7,0,0,"None",5,0
"848","BlackBerry","6230","Discontinued",NA,"","No","No","No","Yes","No","No","Yes","No","no","HTML","No","No","Yes","No","No","Yes","No","No","No",0,2.6,300,136,"QWERTY",0,0
"849","BlackBerry","6720","Discontinued",NA,"","No","No","No","Yes","No","No","Yes","No","no","HTML","No","Yes","Yes","No","No","Yes","No","No","No",576,3,240,138,"QWERTY",0,0
"850","BlackBerry","7230","Discontinued",NA,"","No","No","No","Yes","No","No","Yes","No","no","HTML","No","Yes","Yes","No","No","Yes","No","No","No",816,2.6,300,136,"QWERTY",0,0
"851","BlackBerry","7730","Discontinued",NA,"","No","No","No","Yes","No","No","Yes","No","no","HTML","No","Yes","Yes","No","No","Yes","No","No","No",1292,3,300,142,"QWERTY",0,0
"852","BlackBerry","Curve Touch","Discontinued",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No",2112,3.25,0,0,"None",5,0
"853","BlackBerry","Curve Touch CDMA","Discontinued",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No",2112,3.25,0,0,"None",5,0
"854","BlackBerry","PlayBook 2012","Discontinued",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","No","No","No","Yes","Yes","Yes","No","No",188,7,600,425,"None",5,3
"855","BlackBerry","Porsche Design P'9531","Discontinued",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No",2842,2.8,0,155,"QWERTY",5,0
"856","BLU","Hero","Available",2011,"Q4","Yes","No","Yes","No","No","No","Yes","No","yes","WAP 2.0","No","No","Yes","Yes","Yes","No","No","No","Yes",1496,2.8,720,90,"None",1.3,0
"857","BLU","Dash C Music","Available",2014,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3256,4,1080,121,"None",3.15,0
"858","BLU","Dash Music JR","Available",2014,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3256,4,1080,121,"None",2,0
"859","BLU","Life 8","Available",2014,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,5,1440,136,"None",8,2
"860","BLU","Life One (2015)","Available",2015,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,5,1560,120,"None",13,5
"861","BLU","Life One XL","Available",2015,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,5.5,1680,151,"None",13,5
"862","BLU","Life Play Mini","Available",2014,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3256,4,1020,106,"None",3.15,0
"863","BLU","Life Play S","Available",2014,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,4.7,1080,109,"None",8,5
"864","BLU","Life Pure Mini","Available",2014,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,4.5,2100,149,"None",8,2
"865","BLU","Life Pure XL","Available",2014,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",180,5.5,1020,152,"None",16,8
"866","BLU","Life View 8.0","Available",2014,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",212,8,600,350,"None",3.15,0
"867","BLU","Life View Tab","Available",2014,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",212,8,660,404,"None",5,5
"868","BLU","Neo 3.5","Available",2014,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2204,3.5,900,101,"None",1.3,0
"869","BLU","Neo 4.5","Available",2014,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3388,4.5,1320,135,"None",3.15,0
"870","BLU","Sport 4.5","Available",2014,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3388,4.5,1680,157,"None",5,0
"871","BLU","Studio 5.0 C","Available",2014,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3388,5,1380,170,"None",5,0
"872","BLU","Studio 5.0 C HD","Available",2014,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,5,1320,166,"None",8,2
"873","BLU","Studio 5.0 CE","Available",2014,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3388,5,1080,171,"None",3.15,0
"874","BLU","Studio 5.0 E","Available",2014,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3388,5,1080,174,"None",3.15,0
"875","BLU","Studio 5.0 HD LTE","Available",2014,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,5,1320,164,"None",13,5
"876","BLU","Studio 5.0 LTE","Available",2014,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3690,5,1320,162,"None",8,1.6
"877","BLU","Studio 5.0 S II","Available",2014,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3690,5,1440,155,"None",8,2
"878","BLU","Studio 5.5 S","Available",2014,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3690,5.5,1680,166,"None",8,2
"879","BLU","Studio 6.0 HD","Available",2014,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,6,2400,206,"None",8,2
"880","BLU","Studio 6.0 LTE","Available",2014,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",180,6,1800,177,"None",13,5
"881","BLU","Studio 7.0","Available",2014,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",188,7,600,299,"None",5,2
"882","BLU","Studio C Mini","Available",2014,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3256,4.7,1440,156,"None",5,2
"883","BLU","Studio Energy","Available",2015,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,5,3120,180,"None",8,2
"884","BLU","Studio G","Available",2015,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3388,5,1440,156,"None",5,0
"885","BLU","Studio Mini LTE","Available",2014,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3388,4.5,1440,145,"None",5,0
"886","BLU","Studio X","Available",2015,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,5,1500,154,"None",8,2
"887","BLU","Studio X Plus","Available",2015,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,5.5,1680,170,"None",8,2
"888","BLU","Vivo 4.8 HD","Available",2014,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,4.8,1320,135,"None",8,5
"889","BLU","Vivo Air","Available",2015,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,4.8,1440,97,"None",8,5
"890","BLU","Vivo IV","Available",2014,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",180,5,1440,129,"None",13,5
"891","BLU","Win HD","Available",2014,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,5,1380,139,"None",8,2
"892","BLU","Win JR","Available",2014,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3256,4,1140,125,"None",5,0
"893","BLU","Advance 4.0","Available",2013,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3256,4,900,124,"None",5,0
"894","BLU","Amour","Available",2013,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3256,4,1080,137,"None",5,0
"895","BLU","Brooklyn","Available",2013,"Q1","Yes","No","Yes","No","No","No","Yes","No","yes","WAP 2.0","No","Yes","Yes","Yes","Yes","No","Yes","No","Yes",1444,2.4,600,90,"QWERTY",1.3,0
"896","BLU","Dash 3.2","Available",2012,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",1496,3.2,1020,105,"None",1.3,0
"897","BLU","Dash 4.0","Available",2013,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3256,4,840,128,"None",5,0
"898","BLU","Dash 4.5","Available",2013,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3388,4.5,1440,144,"None",5,0
"899","BLU","Dash 5.0","Available",2013,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3388,5,1440,128,"None",5,0
"900","BLU","Dash JR","Available",2013,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2204,3.5,720,105,"None",2,0
"901","BLU","Dash Music","Available",2013,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2204,3.5,900,120,"None",2,0
"902","BLU","Dash Music 4.0","Available",2013,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3256,4,900,128,"None",3.15,0
"903","BLU","Diva","Available",2013,"Q2","Yes","No","Yes","No","No","No","Yes","No","yes","None","No","No","Yes","No","No","No","No","No","Yes",1496,2.4,720,90,"None",0.3,0
"904","BLU","Diva X","Available",2013,"Q2","Yes","No","Yes","No","No","No","Yes","No","yes","WAP 2.0","No","No","Yes","Yes","Yes","No","No","No","Yes",1496,2.8,900,95,"None",1.3,0
"905","BLU","Hero II","Available",2013,"Q1","Yes","No","Yes","No","No","No","Yes","No","yes","WAP 2.0","No","Yes","Yes","Yes","Yes","No","No","No","Yes",2204,3.5,780,90,"None",1.3,0
"906","BLU","Jenny TV 2.8","Available",2013,"Q3","Yes","No","Yes","No","No","No","Yes","No","yes","None","No","No","Yes","No","No","No","No","No","Yes",1496,2.8,720,90,"None",1.3,0
"907","BLU","Life One","Available",2013,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,5,1500,145,"None",13,5
"908","BLU","Life One M","Available",2014,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,5,1080,144,"None",12,2
"909","BLU","Life One X","Available",2014,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",180,5,1080,133,"None",13,5
"910","BLU","Life Play","Available",2013,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,4.7,1080,125,"None",8,2
"911","BLU","Life Play X","Available",2014,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,4.7,1080,125,"None",8,2
"912","BLU","Life Pro","Available",2013,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,5,1020,158,"None",12,5
"913","BLU","Life Pure","Available",2013,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",180,5,1440,128,"None",13,5
"914","BLU","Life View","Available",2013,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,5.7,1800,220,"None",12,5
"915","BLU","Quattro 4.5","Available",2013,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3690,4.5,960,145,"None",5,0
"916","BLU","Quattro 4.5 HD","Available",2013,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,4.5,840,148,"None",8,1.3
"917","BLU","Quattro 5.7 HD","Available",2013,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",714,5.7,1800,243,"None",8,1.3
"918","BLU","Samba TV","Available",2013,"Q2","Yes","No","Yes","No","No","No","Yes","No","yes","None","No","No","Yes","No","Yes","No","No","No","Yes",945,2,900,80,"QWERTY",0.3,0
"919","BLU","Samba W","Available",2013,"Q3","Yes","No","Yes","No","No","No","Yes","No","yes","WAP 2.0","No","No","Yes","Yes","Yes","No","No","No","Yes",945,2,660,80,"QWERTY",1.3,0
"920","BLU","Studio 5.0","Available",2013,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3256,5,1440,170,"None",5,0
"921","BLU","Studio 5.0 II","Available",2013,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3388,5,1440,155,"None",5,0
"922","BLU","Studio 5.0 S","Available",2013,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3690,5,1440,170,"None",8,2
"923","BLU","Studio 5.3 II","Available",2013,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3690,5.3,1560,210,"None",8,2
"924","BLU","Studio 5.3 S","Available",2013,"Q2","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3690,5.3,1980,190,"None",8,2
"925","BLU","Studio 5.5","Available",2013,"Q4","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3388,5.5,1560,184,"None",5,0
"926","BLU","Tank 4.5","Available",2013,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3690,4.5,1320,136,"None",5,0
"927","BLU","Tattoo S","Available",2013,"Q1","Yes","No","Yes","No","No","No","Yes","No","yes","WAP 2.0","No","No","Yes","Yes","Yes","No","No","No","Yes",945,2,600,69,"QWERTY",1.3,0
"928","BLU","Zoey","Available",2013,"Q3","Yes","No","Yes","No","No","No","Yes","No","yes","None","No","No","Yes","No","Yes","No","No","No","Yes",360,1.8,840,65,"None",0.3,0
"929","BLU","Bar Q","Available",2011,"Q3","Yes","No","Yes","No","No","No","Yes","No","yes","WAP 2.0","No","No","Yes","Yes","No","No","No","No","Yes",360,1.77,240,48,"None",1.3,0
"930","BLU","Dash","Available",2012,"Q1","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes",1496,2.8,1200,96,"None",2,0
"931","BLU","Dash 3.5","Available",2012,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML5","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes",2204,3.5,900,110,"None",3.15,0
"932","BLU","Deco","Available",2011,"Q3","Yes","No","Yes","No","No","No","Yes","No","yes","WAP 2.0","No","Yes","Yes","Yes","No","No","Yes","No","Yes",1444,2.31,180,73,"QWERTY",2,0
"933","BLU","Deco Mini","Available",2011,"Q3","Yes","No","Yes","No","No","No","Yes","No","yes","WAP 2.0","No","No","Yes","Yes","Yes","No","No","No","Yes",891,2,180,75,"QWERTY",1.3,0
"934","BLU","Deco Pro","Available",2011,"Q3","Yes","No","Yes","No","No","No","Yes","No","yes","WAP 2.0","No","Yes","Yes","Yes","No","No","Yes","No","Yes",1444,2.6,210,75,"QWERTY",3.2,0
"935","BLU","Deco XT","Available",2011,"Q3","Yes","No","Yes","No","No","No","Yes","No","yes","WAP 2.0","No","Yes","Yes","Yes","No","No","Yes","No","Yes",1444,2.31,180,75,"QWERTY",2,0
"936","BLU","Deejay Flip","Available",2011,"Q3","Yes","No","Yes","No","No","No","Yes","No","yes","WAP 2.0","No","No","Yes","Yes","Yes","No","No","No","Yes",945,2,360,70,"None",1.3,0
"937","BLU","Deejay II","Available",2011,"Q2","Yes","No","Yes","No","No","No","Yes","No","yes","WAP 2.0","No","No","Yes","Yes","No","No","No","No","Yes",0,1.8,600,120,"QWERTY",0.3,0
"938","BLU","Deejay Touch","Available",2011,"Q3","Yes","No","Yes","No","No","No","Yes","No","yes","WAP 2.0","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1496,2.6,210,70,"None",1.3,0
"939","BLU","Diesel 3G","Available",2011,"Q2","No","No","Yes","No","No","No","Yes","No","yes","HTML","No","Yes","Yes","Yes","No","Yes","No","No","Yes",0,1.8,200,90,"None",0.3,0
"940","BLU","Electro","Available",2011,"Q3","Yes","No","Yes","No","No","No","Yes","No","yes","WAP 2.0","No","Yes","Yes","Yes","Yes","No","No","No","Yes",1496,2.2,480,68,"None",1.3,0
"941","BLU","Elite 3.8","Available",2012,"Q3","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes",3256,3.8,1200,137,"None",5,0
"942","BLU","Jenny","Available",2012,"Q2","No","No","Yes","No","No","No","Yes","No","yes","None","No","No","Yes","No","No","No","No","No","Yes",360,1.8,480,73,"None",0.3,0
"943","BLU","Jenny TV","Available",2012,"Q3","Yes","No","Yes","No","No","No","Yes","No","yes","None","No","No","Yes","Yes","No","No","No","No","Yes",1496,2.4,720,88,"None",0.3,0
"944","BLU","Lindy","Available",2011,"Q3","Yes","No","Yes","No","No","No","Yes","No","no","WAP 2.0","No","No","Yes","Yes","No","No","No","No","Yes",312,1.77,360,50,"QWERTY",0,0
"945","BLU","Magic","Discontinued",NA,"","Yes","No","Yes","No","No","Yes","Yes","No","yes","HTML","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",2204,3.2,480,0,"None",3.15,0
"946","BLU","Neo","Available",2012,"Q1","Yes","No","Yes","No","No","No","Yes","No","yes","WAP 2.0","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1496,2.8,90,120,"None",2,0
"947","BLU","Neo Pro","Available",2012,"Q1","Yes","No","Yes","No","No","No","Yes","No","yes","WAP 2.0","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1496,2.8,180,120,"QWERTY",3.15,0
"948","BLU","Neo XT","Available",2012,"Q1","Yes","No","Yes","No","No","No","Yes","No","yes","WAP 2.0","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes",1700,3,90,120,"None",3.15,0
